YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,CHG,PCT_CHG,CHG_10Y,PCT_CHG_10Y
2014,2014-15,25,Monmouth,4690,Sea Girt Boro,161,-12,-0.06936416184971095,NA,NA
2015,2015-16,25,Monmouth,4690,Sea Girt Boro,153,-8,-0.0496894409937888,NA,NA
2016,2016-17,25,Monmouth,4690,Sea Girt Boro,145,-8,-0.05228758169934644,NA,NA
2017,2017-18,25,Monmouth,4690,Sea Girt Boro,141,-4,-0.02758620689655178,NA,NA
2018,2018-19,25,Monmouth,4690,Sea Girt Boro,125,-16,-0.11347517730496459,NA,NA
2019,2019-20,25,Monmouth,4690,Sea Girt Boro,154,29,0.23199999999999998,NA,NA
2020,2020-21,25,Monmouth,4690,Sea Girt Borough School District,150,-4,-0.025974025974025983,NA,NA
2021,2021-22,25,Monmouth,4690,Sea Girt Borough School District,130,-20,-0.1333333333333333,NA,NA
2022,2022-23,25,Monmouth,4690,Sea Girt Borough School District,132,2,0.01538461538461533,-41,-0.23699421965317924
2013,2013-14,25,Monmouth,4760,Shore Regional,629,NA,NA,NA,NA
2014,2014-15,25,Monmouth,4760,Shore Regional,615,-14,-0.022257551669316422,NA,NA
2015,2015-16,25,Monmouth,4760,Shore Regional,608.5,-6.5,-0.010569105691056957,NA,NA
2016,2016-17,25,Monmouth,4760,Shore Regional,621,12.5,0.020542317173377178,NA,NA
2017,2017-18,25,Monmouth,4760,Shore Regional,645.5,24.5,0.03945249597423506,NA,NA
2018,2018-19,25,Monmouth,4760,Shore Regional,642.5,-3,-0.004647560030983766,NA,NA
2019,2019-20,25,Monmouth,4760,Shore Regional,619,-23.5,-0.036575875486381304,NA,NA
2020,2020-21,25,Monmouth,4760,Shore Regional High School District,594,-25,-0.04038772213247177,NA,NA
2021,2021-22,25,Monmouth,4760,Shore Regional High School District,602.5,8.5,0.014309764309764272,NA,NA
2022,2022-23,25,Monmouth,4760,Shore Regional High School District,572,-30.5,-0.05062240663900419,-57,-0.09062003179650235
2013,2013-14,25,Monmouth,4770,Shrewsbury Boro,478,NA,NA,NA,NA
2014,2014-15,25,Monmouth,4770,Shrewsbury Boro,482,4,0.008368200836819994,NA,NA
2015,2015-16,25,Monmouth,4770,Shrewsbury Boro,512,30,0.06224066390041494,NA,NA
2016,2016-17,25,Monmouth,4770,Shrewsbury Boro,486,-26,-0.05078125,NA,NA
2017,2017-18,25,Monmouth,4770,Shrewsbury Boro,470,-16,-0.03292181069958844,NA,NA
2018,2018-19,25,Monmouth,4770,Shrewsbury Boro,479,9,0.01914893617021285,NA,NA
2019,2019-20,25,Monmouth,4770,Shrewsbury Boro,490,11,0.022964509394572064,NA,NA
2020,2020-21,25,Monmouth,4770,Shrewsbury Borough School District,441,-49,-0.09999999999999998,NA,NA
2021,2021-22,25,Monmouth,4770,Shrewsbury Borough School District,449,8,0.018140589569161092,NA,NA
2022,2022-23,25,Monmouth,4770,Shrewsbury Borough School District,462,13,0.028953229398663627,-16,-0.03347280334728031
2013,2013-14,25,Monmouth,4980,Spring Lake Boro,244,NA,NA,NA,NA
2014,2014-15,25,Monmouth,4980,Spring Lake Boro,213,-31,-0.12704918032786883,NA,NA
2015,2015-16,25,Monmouth,4980,Spring Lake Boro,209,-4,-0.018779342723004744,NA,NA
2016,2016-17,25,Monmouth,4980,Spring Lake Boro,197,-12,-0.0574162679425837,NA,NA
2017,2017-18,25,Monmouth,4980,Spring Lake Boro,196,-1,-0.005076142131979711,NA,NA
2018,2018-19,25,Monmouth,4980,Spring Lake Boro,176,-20,-0.10204081632653061,NA,NA
2019,2019-20,25,Monmouth,4980,Spring Lake Boro,147,-29,-0.1647727272727273,NA,NA
2020,2020-21,25,Monmouth,4980,Spring Lake Borough,169,22,0.14965986394557818,NA,NA
2021,2021-22,25,Monmouth,4980,Spring Lake Borough,159,-10,-0.059171597633136064,NA,NA
2022,2022-23,25,Monmouth,4980,Spring Lake Borough,152,-7,-0.04402515723270439,-92,-0.3770491803278688
2013,2013-14,25,Monmouth,4990,Spring Lake Heights Boro,350,NA,NA,NA,NA
2014,2014-15,25,Monmouth,4990,Spring Lake Heights Boro,345,-5,-0.014285714285714235,NA,NA
2015,2015-16,25,Monmouth,4990,Spring Lake Heights Boro,346,1,0.0028985507246377384,NA,NA
2016,2016-17,25,Monmouth,4990,Spring Lake Heights Boro,340,-6,-0.017341040462427793,NA,NA
2017,2017-18,25,Monmouth,4990,Spring Lake Heights Boro,337,-3,-0.008823529411764675,NA,NA
2018,2018-19,25,Monmouth,4990,Spring Lake Heights Boro,327,-10,-0.029673590504451064,NA,NA
2019,2019-20,25,Monmouth,4990,Spring Lake Heights Boro,340,13,0.039755351681957096,NA,NA
2020,2020-21,25,Monmouth,4990,Spring Lake Heights School District,338,-2,-0.00588235294117645,NA,NA
2021,2021-22,25,Monmouth,4990,Spring Lake Heights School District,322,-16,-0.047337278106508895,NA,NA
2022,2022-23,25,Monmouth,4990,Spring Lake Heights School District,307,-15,-0.04658385093167705,-43,-0.12285714285714289
2013,2013-14,25,Monmouth,5185,Tinton Falls,1514,NA,NA,NA,NA
2014,2014-15,25,Monmouth,5185,Tinton Falls,1507,-7,-0.004623513870541607,NA,NA
2015,2015-16,25,Monmouth,5185,Tinton Falls,1509,2,0.0013271400132714994,NA,NA
2016,2016-17,25,Monmouth,5185,Tinton Falls,1532,23,0.015241882041086896,NA,NA
2017,2017-18,25,Monmouth,5185,Tinton Falls,1515,-17,-0.011096605744125299,NA,NA
2018,2018-19,25,Monmouth,5185,Tinton Falls,1444,-71,-0.04686468646864683,NA,NA
2019,2019-20,25,Monmouth,5185,Tinton Falls,1409,-35,-0.02423822714681445,NA,NA
2020,2020-21,25,Monmouth,5185,Tinton Falls School District,1324,-85,-0.060326472675656495,NA,NA
2021,2021-22,25,Monmouth,5185,Tinton Falls School District,1339,15,0.011329305135951762,NA,NA
2022,2022-23,25,Monmouth,5185,Tinton Falls School District,1376,37,0.02763256161314409,-138,-0.09114927344782031
2013,2013-14,25,Monmouth,5230,Union Beach,654,NA,NA,NA,NA
2014,2014-15,25,Monmouth,5230,Union Beach,630,-24,-0.03669724770642202,NA,NA
2015,2015-16,25,Monmouth,5230,Union Beach,624,-6,-0.00952380952380949,NA,NA
2016,2016-17,25,Monmouth,5230,Union Beach,596,-28,-0.04487179487179482,NA,NA
2017,2017-18,25,Monmouth,5230,Union Beach,625,29,0.04865771812080544,NA,NA
2018,2018-19,25,Monmouth,5230,Union Beach,645,20,0.03200000000000003,NA,NA
2019,2019-20,25,Monmouth,5230,Union Beach,627,-18,-0.027906976744186074,NA,NA
2020,2020-21,25,Monmouth,5230,Union Beach Public School District,599,-28,-0.044657097288676284,NA,NA
2021,2021-22,25,Monmouth,5230,Union Beach Public School District,617,18,0.030050083472454192,NA,NA
2022,2022-23,25,Monmouth,5230,Union Beach Public School District,638,21,0.034035656401944836,-16,-0.024464831804281384
2013,2013-14,25,Monmouth,5310,Upper Freehold Regional,2332,NA,NA,NA,NA
2014,2014-15,25,Monmouth,5310,Upper Freehold Regional,2328.5,-3.5,-0.0015008576329330614,NA,NA
2015,2015-16,25,Monmouth,5310,Upper Freehold Regional,2312,-16.5,-0.007086106935795589,NA,NA
2016,2016-17,25,Monmouth,5310,Upper Freehold Regional,2263.5,-48.5,-0.02097750865051906,NA,NA
2017,2017-18,25,Monmouth,5310,Upper Freehold Regional,2259,-4.5,-0.001988071570576566,NA,NA
2018,2018-19,25,Monmouth,5310,Upper Freehold Regional,2215.5,-43.5,-0.019256308100929598,NA,NA
2019,2019-20,25,Monmouth,5310,Upper Freehold Regional,2158,-57.5,-0.02595350936583163,NA,NA
2020,2020-21,25,Monmouth,5310,Upper Freehold Regional School District,2099.5,-58.5,-0.027108433734939763,NA,NA
2021,2021-22,25,Monmouth,5310,Upper Freehold Regional School District,2094.5,-5,-0.002381519409383137,NA,NA
2022,2022-23,25,Monmouth,5310,Upper Freehold Regional School District,2062.5,-32,-0.015278109333969891,-269.5,-0.11556603773584906
2013,2013-14,25,Monmouth,5420,Wall Twp,3705,NA,NA,NA,NA
2014,2014-15,25,Monmouth,5420,Wall Twp,3622.5,-82.5,-0.022267206477732837,NA,NA
2015,2015-16,25,Monmouth,5420,Wall Twp,3599,-23.5,-0.00648723257418915,NA,NA
2016,2016-17,25,Monmouth,5420,Wall Twp,3497.5,-101.5,-0.02820227841066958,NA,NA
2017,2017-18,25,Monmouth,5420,Wall Twp,3438,-59.5,-0.017012151536812015,NA,NA
2018,2018-19,25,Monmouth,5420,Wall Twp,3394.5,-43.5,-0.01265270506108207,NA,NA
2019,2019-20,25,Monmouth,5420,Wall Twp,3368.5,-26,-0.007659449108852523,NA,NA
2020,2020-21,25,Monmouth,5420,Wall Township Public School District,3286,-82.5,-0.02449161347780915,NA,NA
2021,2021-22,25,Monmouth,5420,Wall Township Public School District,3254.5,-31.5,-0.009586122945830833,NA,NA
2022,2022-23,25,Monmouth,5420,Wall Township Public School District,3187.5,-67,-0.02058687970502382,-517.5,-0.13967611336032393
2013,2013-14,25,Monmouth,5640,West Long Branch Boro,595,NA,NA,NA,NA
2014,2014-15,25,Monmouth,5640,West Long Branch Boro,579,-16,-0.026890756302521024,NA,NA
2015,2015-16,25,Monmouth,5640,West Long Branch Boro,580,1,0.0017271157167531026,NA,NA
2016,2016-17,25,Monmouth,5640,West Long Branch Boro,553,-27,-0.04655172413793107,NA,NA
2017,2017-18,25,Monmouth,5640,West Long Branch Boro,554,1,0.001808318264014508,NA,NA
2018,2018-19,25,Monmouth,5640,West Long Branch Boro,566,12,0.02166064981949467,NA,NA
2019,2019-20,25,Monmouth,5640,West Long Branch Boro,584,18,0.03180212014134276,NA,NA
2020,2020-21,25,Monmouth,5640,West Long Branch School District,562,-22,-0.03767123287671237,NA,NA
2021,2021-22,25,Monmouth,5640,West Long Branch School District,544,-18,-0.03202846975088969,NA,NA
2022,2022-23,25,Monmouth,5640,West Long Branch School District,543,-1,-0.0018382352941176405,-52,-0.0873949579831933
2013,2013-14,27,Morris,0450,Boonton Town,1195,NA,NA,NA,NA
2014,2014-15,27,Morris,0450,Boonton Town,1160.5,-34.5,-0.028870292887029247,NA,NA
2015,2015-16,27,Morris,0450,Boonton Town,1359,198.5,0.1710469625161568,NA,NA
2016,2016-17,27,Morris,0450,Boonton Town,1374.5,15.5,0.011405445180279639,NA,NA
2017,2017-18,27,Morris,0450,Boonton Town,1391.5,17,0.012368133866860642,NA,NA
2018,2018-19,27,Morris,0450,Boonton Town,1388,-3.5,-0.002515271289974863,NA,NA
2019,2019-20,27,Morris,0450,Boonton Town,1448.5,60.5,0.043587896253602265,NA,NA
2020,2020-21,27,Morris,0450,Boonton Town School District,1417,-31.5,-0.02174663444943048,NA,NA
2021,2021-22,27,Morris,0450,Boonton Town Public School District,1430.5,13.5,0.00952717007762871,NA,NA
2022,2022-23,27,Morris,0450,Boonton Town Public School District,1484.5,54,0.03774903879762315,289.5,0.24225941422594133
2013,2013-14,27,Morris,0460,Boonton Twp,472,NA,NA,NA,NA
2014,2014-15,27,Morris,0460,Boonton Twp,453,-19,-0.0402542372881356,NA,NA
2015,2015-16,27,Morris,0460,Boonton Twp,452,-1,-0.002207505518763808,NA,NA
2016,2016-17,27,Morris,0460,Boonton Twp,444,-8,-0.017699115044247815,NA,NA
2017,2017-18,27,Morris,0460,Boonton Twp,427,-17,-0.03828828828828834,NA,NA
2018,2018-19,27,Morris,0460,Boonton Twp,410,-17,-0.03981264637002346,NA,NA
2019,2019-20,27,Morris,0460,Boonton Twp,400,-10,-0.024390243902439046,NA,NA
2020,2020-21,27,Morris,0460,Boonton Township School District,384,-16,-0.040000000000000036,NA,NA
2021,2021-22,27,Morris,0460,Boonton Township School District,392,8,0.02083333333333326,NA,NA
2022,2022-23,27,Morris,0460,Boonton Township School District,386,-6,-0.015306122448979553,-86,-0.18220338983050843
2013,2013-14,27,Morris,0630,Butler Boro,1124,NA,NA,NA,NA
2014,2014-15,27,Morris,0630,Butler Boro,1146.5,22.5,0.020017793594306,NA,NA
2015,2015-16,27,Morris,0630,Butler Boro,1149,2.5,0.002180549498473683,NA,NA
2016,2016-17,27,Morris,0630,Butler Boro,1192.5,43.5,0.037859007832898195,NA,NA
2017,2017-18,27,Morris,0630,Butler Boro,1161.5,-31,-0.02599580712788263,NA,NA
2018,2018-19,27,Morris,0630,Butler Boro,1163.5,2,0.0017219113215669601,NA,NA
2019,2019-20,27,Morris,0630,Butler Boro,1145.5,-18,-0.015470562956596434,NA,NA
2020,2020-21,27,Morris,0630,Butler Public School District,1118,-27.5,-0.02400698384984723,NA,NA
2021,2021-22,27,Morris,0630,Butler Public School District,1126.5,8.5,0.007602862254024956,NA,NA
2022,2022-23,27,Morris,0630,Butler Public School District,1137,10.5,0.009320905459387463,13,0.011565836298932375
2013,2013-14,27,Morris,0785,Sch Dist Of The Chathams,4124,NA,NA,NA,NA
2014,2014-15,27,Morris,0785,Sch Dist Of The Chathams,4110,-14,-0.003394762366634385,NA,NA
2015,2015-16,27,Morris,0785,Sch Dist Of The Chathams,4154,44,0.010705596107055904,NA,NA
2016,2016-17,27,Morris,0785,Sch Dist Of The Chathams,4204.5,50.5,0.012156957149735304,NA,NA
2017,2017-18,27,Morris,0785,Sch Dist Of The Chathams,4174.5,-30,-0.0071352122725650835,NA,NA
2018,2018-19,27,Morris,0785,Sch Dist Of The Chathams,4118.5,-56,-0.013414780213199196,NA,NA
2019,2019-20,27,Morris,0785,Sch Dist Of The Chathams,4041,-77.5,-0.018817530654364423,NA,NA
2020,2020-21,27,Morris,0785,School District Of The Chathams,3901.5,-139.5,-0.034521158129176,NA,NA
2021,2021-22,27,Morris,0785,School District Of The Chathams,3732,-169.5,-0.04344482891195689,NA,NA
2022,2022-23,27,Morris,0785,School District Of The Chathams,3601.5,-130.5,-0.034967845659164,-522.5,-0.1266973811833172
2013,2013-14,27,Morris,0820,Chester Twp,1194,NA,NA,NA,NA
2014,2014-15,27,Morris,0820,Chester Twp,1162,-32,-0.02680067001675046,NA,NA
2015,2015-16,27,Morris,0820,Chester Twp,1132,-30,-0.025817555938037917,NA,NA
2016,2016-17,27,Morris,0820,Chester Twp,1115,-17,-0.015017667844522964,NA,NA
2017,2017-18,27,Morris,0820,Chester Twp,1068,-47,-0.04215246636771297,NA,NA
2018,2018-19,27,Morris,0820,Chester Twp,1086,18,0.016853932584269593,NA,NA
2019,2019-20,27,Morris,0820,Chester Twp,1080,-6,-0.0055248618784530246,NA,NA
2020,2020-21,27,Morris,0820,Chester Township School District,1044,-36,-0.033333333333333326,NA,NA
2021,2021-22,27,Morris,0820,Chester Township School District,1035,-9,-0.008620689655172376,NA,NA
2022,2022-23,27,Morris,0820,Chester Township School District,1005,-30,-0.02898550724637683,-189,-0.15829145728643212
2013,2013-14,27,Morris,1090,Denville Twp,1722,NA,NA,NA,NA
2014,2014-15,27,Morris,1090,Denville Twp,1672,-50,-0.029036004645760727,NA,NA
2015,2015-16,27,Morris,1090,Denville Twp,1630,-42,-0.02511961722488043,NA,NA
2016,2016-17,27,Morris,1090,Denville Twp,1641,11,0.006748466257668673,NA,NA
2017,2017-18,27,Morris,1090,Denville Twp,1630,-11,-0.006703229737964667,NA,NA
2018,2018-19,27,Morris,1090,Denville Twp,1618,-12,-0.007361963190184007,NA,NA
2019,2019-20,27,Morris,1090,Denville Twp,1664,46,0.028430160692212603,NA,NA
2020,2020-21,27,Morris,1090,Denville Township K-8 School District,1612,-52,-0.03125,NA,NA
2021,2021-22,27,Morris,1090,Denville Township K-8 School District,1629,17,0.010545905707195935,NA,NA
2022,2022-23,27,Morris,1090,Denville Township K-8 School District,1680,51,0.03130755064456725,-42,-0.024390243902439046
2013,2013-14,27,Morris,1110,Dover Town,3066.5,NA,NA,NA,NA
2014,2014-15,27,Morris,1110,Dover Town,3185,118.5,0.038643404532854975,NA,NA
2015,2015-16,27,Morris,1110,Dover Town,3214,29,0.009105180533751867,NA,NA
2016,2016-17,27,Morris,1110,Dover Town,3192,-22,-0.0068450528935904975,NA,NA
2017,2017-18,27,Morris,1110,Dover Town,3241.5,49.5,0.015507518796992414,NA,NA
2018,2018-19,27,Morris,1110,Dover Town,3170.5,-71,-0.021903439765540655,NA,NA
2019,2019-20,27,Morris,1110,Dover Town,3203.5,33,0.010408452925406042,NA,NA
2020,2020-21,27,Morris,1110,Dover Public School District,3270.5,67,0.020914624629311707,NA,NA
2021,2021-22,27,Morris,1110,Dover Public School District,3351.5,81,0.024766855220914152,NA,NA
2022,2022-23,27,Morris,1110,Dover Public School District,3496.5,145,0.043264210055199204,430,0.14022501222892547
2013,2013-14,27,Morris,1190,East Hanover Twp,1015,NA,NA,NA,NA
2014,2014-15,27,Morris,1190,East Hanover Twp,995,-20,-0.019704433497536922,NA,NA
2015,2015-16,27,Morris,1190,East Hanover Twp,970,-25,-0.025125628140703515,NA,NA
2016,2016-17,27,Morris,1190,East Hanover Twp,972,2,0.0020618556701030855,NA,NA
2017,2017-18,27,Morris,1190,East Hanover Twp,933,-39,-0.04012345679012341,NA,NA
2018,2018-19,27,Morris,1190,East Hanover Twp,900,-33,-0.03536977491961413,NA,NA
2019,2019-20,27,Morris,1190,East Hanover Twp,922,22,0.02444444444444449,NA,NA
2020,2020-21,27,Morris,1190,East Hanover Township School District,896,-26,-0.02819956616052066,NA,NA
2021,2021-22,27,Morris,1190,East Hanover Township School District,916,20,0.022321428571428603,NA,NA
2022,2022-23,27,Morris,1190,East Hanover Township School District,967,51,0.05567685589519655,-48,-0.0472906403940887
2013,2013-14,27,Morris,1530,Florham Park Boro,999,NA,NA,NA,NA
2014,2014-15,27,Morris,1530,Florham Park Boro,989,-10,-0.010010010010010006,NA,NA
2015,2015-16,27,Morris,1530,Florham Park Boro,960,-29,-0.029322548028311468,NA,NA
2016,2016-17,27,Morris,1530,Florham Park Boro,952,-8,-0.008333333333333304,NA,NA
2017,2017-18,27,Morris,1530,Florham Park Boro,962,10,0.010504201680672232,NA,NA
2018,2018-19,27,Morris,1530,Florham Park Boro,990,28,0.029106029106028997,NA,NA
2019,2019-20,27,Morris,1530,Florham Park Boro,989,-1,-0.0010101010101010166,NA,NA
2020,2020-21,27,Morris,1530,Florham Park School District,958,-31,-0.03134479271991908,NA,NA
2021,2021-22,27,Morris,1530,Florham Park School District,948,-10,-0.01043841336116913,NA,NA
2022,2022-23,27,Morris,1530,Florham Park School District,952,4,0.00421940928270037,-47,-0.0470470470470471
2013,2013-14,27,Morris,1990,Hanover Park Regional,1564,NA,NA,NA,NA
2014,2014-15,27,Morris,1990,Hanover Park Regional,1587,23,0.014705882352941124,NA,NA
2015,2015-16,27,Morris,1990,Hanover Park Regional,1555,-32,-0.02016383112791431,NA,NA
2016,2016-17,27,Morris,1990,Hanover Park Regional,1515,-40,-0.025723472668810254,NA,NA
2017,2017-18,27,Morris,1990,Hanover Park Regional,1491.5,-23.5,-0.015511551155115488,NA,NA
2018,2018-19,27,Morris,1990,Hanover Park Regional,1453,-38.5,-0.02581293999329537,NA,NA
2019,2019-20,27,Morris,1990,Hanover Park Regional,1422,-31,-0.021335168616655187,NA,NA
2020,2020-21,27,Morris,1990,Hanover Park Regional High School District,1393,-29,-0.020393811533052086,NA,NA
2021,2021-22,27,Morris,1990,Hanover Park Regional High School District,1343,-50,-0.035893754486719276,NA,NA
2022,2022-23,27,Morris,1990,Hanover Park Regional High School District,1299.5,-43.5,-0.03239017125837673,-264.5,-0.16911764705882348
2013,2013-14,27,Morris,2000,Hanover Twp,1485,NA,NA,NA,NA
2014,2014-15,27,Morris,2000,Hanover Twp,1463,-22,-0.014814814814814836,NA,NA
2015,2015-16,27,Morris,2000,Hanover Twp,1459,-4,-0.002734107997265922,NA,NA
2016,2016-17,27,Morris,2000,Hanover Twp,1450,-9,-0.006168608636052064,NA,NA
2017,2017-18,27,Morris,2000,Hanover Twp,1429,-21,-0.014482758620689706,NA,NA
2018,2018-19,27,Morris,2000,Hanover Twp,1371,-58,-0.04058782365290414,NA,NA
2019,2019-20,27,Morris,2000,Hanover Twp,1350,-21,-0.015317286652078765,NA,NA
2020,2020-21,27,Morris,2000,Hanover Township School District,1287,-63,-0.046666666666666634,NA,NA
2021,2021-22,27,Morris,2000,Hanover Township School District,1251,-36,-0.027972027972028024,NA,NA
2022,2022-23,27,Morris,2000,Hanover Township School District,1237,-14,-0.011191047162270151,-248,-0.16700336700336704
2013,2013-14,27,Morris,2010,Harding Township,321,NA,NA,NA,NA
2014,2014-15,27,Morris,2010,Harding Township,306,-15,-0.04672897196261683,NA,NA
2015,2015-16,27,Morris,2010,Harding Township,303,-3,-0.009803921568627416,NA,NA
2016,2016-17,27,Morris,2010,Harding Township,314,11,0.03630363036303641,NA,NA
2017,2017-18,27,Morris,2010,Harding Township,308,-6,-0.019108280254777066,NA,NA
2018,2018-19,27,Morris,2010,Harding Township,277,-31,-0.10064935064935066,NA,NA
2019,2019-20,27,Morris,2010,Harding Township,270,-7,-0.02527075812274371,NA,NA
2020,2020-21,27,Morris,2010,Harding Township School District,267,-3,-0.011111111111111072,NA,NA
2021,2021-22,27,Morris,2010,Harding Township School District,293,26,0.09737827715355807,NA,NA
2022,2022-23,27,Morris,2010,Harding Township School District,285,-8,-0.027303754266211566,-36,-0.11214953271028039
2013,2013-14,27,Morris,2380,Jefferson Twp,3298,NA,NA,NA,NA
2014,2014-15,27,Morris,2380,Jefferson Twp,3199,-99,-0.030018192844147973,NA,NA
2015,2015-16,27,Morris,2380,Jefferson Twp,3149.5,-49.5,-0.01547358549546729,NA,NA
2016,2016-17,27,Morris,2380,Jefferson Twp,3100.5,-49,-0.015558025083346583,NA,NA
2017,2017-18,27,Morris,2380,Jefferson Twp,3028.5,-72,-0.023222060957910018,NA,NA
2018,2018-19,27,Morris,2380,Jefferson Twp,2875.5,-153,-0.050520059435364084,NA,NA
2019,2019-20,27,Morris,2380,Jefferson Twp,2753.5,-122,-0.042427403929751306,NA,NA
2020,2020-21,27,Morris,2380,Jefferson Township Public School District,2564,-189.5,-0.0688214999092065,NA,NA
2021,2021-22,27,Morris,2380,Jefferson Township Public School District,2495,-69,-0.02691107644305768,NA,NA
2022,2022-23,27,Morris,2380,Jefferson Township Public School District,2469,-26,-0.010420841683366766,-829,-0.25136446331109763
2013,2013-14,27,Morris,2460,Kinnelon Boro,2075.5,NA,NA,NA,NA
2014,2014-15,27,Morris,2460,Kinnelon Boro,1994.5,-81,-0.0390267405444471,NA,NA
2015,2015-16,27,Morris,2460,Kinnelon Boro,1951.5,-43,-0.02155928804211582,NA,NA
2016,2016-17,27,Morris,2460,Kinnelon Boro,1941.5,-10,-0.005124263387138117,NA,NA
2017,2017-18,27,Morris,2460,Kinnelon Boro,1880.5,-61,-0.031419005923255194,NA,NA
2018,2018-19,27,Morris,2460,Kinnelon Boro,1804.5,-76,-0.040414783302313184,NA,NA
2019,2019-20,27,Morris,2460,Kinnelon Boro,1708,-96.5,-0.05347741756719315,NA,NA
2020,2020-21,27,Morris,2460,Kinnelon School District,1651.5,-56.5,-0.03307962529274,NA,NA
2021,2021-22,27,Morris,2460,Kinnelon School District,1650.5,-1,-6.055101422949294e-4,NA,NA
2022,2022-23,27,Morris,2460,Kinnelon School District,1639,-11.5,-0.006967585580127222,-436.5,-0.21031076848952057
2013,2013-14,27,Morris,2650,Lincoln Park Boro,943,NA,NA,NA,NA
2014,2014-15,27,Morris,2650,Lincoln Park Boro,951,8,0.008483563096500557,NA,NA
2015,2015-16,27,Morris,2650,Lincoln Park Boro,935,-16,-0.01682439537329128,NA,NA
2016,2016-17,27,Morris,2650,Lincoln Park Boro,915,-20,-0.021390374331550777,NA,NA
2017,2017-18,27,Morris,2650,Lincoln Park Boro,938,23,0.025136612021857907,NA,NA
2018,2018-19,27,Morris,2650,Lincoln Park Boro,909,-29,-0.030916844349680117,NA,NA
2019,2019-20,27,Morris,2650,Lincoln Park Boro,913,4,0.004400440044004306,NA,NA
2020,2020-21,27,Morris,2650,Lincoln Park School District,874,-39,-0.042716319824753546,NA,NA
2021,2021-22,27,Morris,2650,Lincoln Park School District,878,4,0.004576659038901587,NA,NA
2022,2022-23,27,Morris,2650,Lincoln Park School District,878,0,0,-65,-0.06892895015906686
2013,2013-14,27,Morris,2870,Madison Boro,2506.5,NA,NA,NA,NA
2014,2014-15,27,Morris,2870,Madison Boro,2529.5,23,0.009176142030720147,NA,NA
2015,2015-16,27,Morris,2870,Madison Boro,2566.5,37,0.014627396718719154,NA,NA
2016,2016-17,27,Morris,2870,Madison Boro,2604,37.5,0.014611338398597296,NA,NA
2017,2017-18,27,Morris,2870,Madison Boro,2656,52,0.019969278033794113,NA,NA
2018,2018-19,27,Morris,2870,Madison Boro,2618.5,-37.5,-0.014118975903614439,NA,NA
2019,2019-20,27,Morris,2870,Madison Boro,2598.5,-20,-0.007637960664502619,NA,NA
2020,2020-21,27,Morris,2870,Madison Public School District,2523,-75.5,-0.029055224167789162,NA,NA
2021,2021-22,27,Morris,2870,Madison Public School District,2494,-29,-0.011494252873563204,NA,NA
2022,2022-23,27,Morris,2870,Madison Public School District,2497,3,0.001202886928628688,-9.5,-0.0037901456213843554
2013,2013-14,27,Morris,3090,Mendham Boro,610,NA,NA,NA,NA
2014,2014-15,27,Morris,3090,Mendham Boro,597,-13,-0.021311475409836023,NA,NA
2015,2015-16,27,Morris,3090,Mendham Boro,566,-31,-0.051926298157453976,NA,NA
2016,2016-17,27,Morris,3090,Mendham Boro,520,-46,-0.08127208480565373,NA,NA
2017,2017-18,27,Morris,3090,Mendham Boro,516,-4,-0.007692307692307665,NA,NA
2018,2018-19,27,Morris,3090,Mendham Boro,512,-4,-0.007751937984496138,NA,NA
2019,2019-20,27,Morris,3090,Mendham Boro,488,-24,-0.046875,NA,NA
2020,2020-21,27,Morris,3090,Mendham Borough School District,482,-6,-0.012295081967213073,NA,NA
2021,2021-22,27,Morris,3090,Mendham Borough School District,475,-7,-0.014522821576763434,NA,NA
2022,2022-23,27,Morris,3090,Mendham Borough School District,491,16,0.03368421052631576,-119,-0.19508196721311477
2013,2013-14,27,Morris,3100,Mendham Twp,733,NA,NA,NA,NA
2014,2014-15,27,Morris,3100,Mendham Twp,707,-26,-0.03547066848567526,NA,NA
2015,2015-16,27,Morris,3100,Mendham Twp,708,1,0.0014144271570013522,NA,NA
2016,2016-17,27,Morris,3100,Mendham Twp,694,-14,-0.019774011299435013,NA,NA
2017,2017-18,27,Morris,3100,Mendham Twp,685,-9,-0.012968299711815567,NA,NA
2018,2018-19,27,Morris,3100,Mendham Twp,690,5,0.007299270072992803,NA,NA
2019,2019-20,27,Morris,3100,Mendham Twp,723,33,0.047826086956521685,NA,NA
2020,2020-21,27,Morris,3100,Mendham Township School District,742,19,0.026279391424619547,NA,NA
2021,2021-22,27,Morris,3100,Mendham Township School District,762,20,0.02695417789757415,NA,NA
2022,2022-23,27,Morris,3100,Mendham Township School District,757,-5,-0.006561679790026198,24,0.032742155525238736
2013,2013-14,27,Morris,3240,Mine Hill Twp,383,NA,NA,NA,NA
2014,2014-15,27,Morris,3240,Mine Hill Twp,369,-14,-0.036553524804177506,NA,NA
2015,2015-16,27,Morris,3240,Mine Hill Twp,359,-10,-0.027100271002710064,NA,NA
2016,2016-17,27,Morris,3240,Mine Hill Twp,350,-9,-0.02506963788300831,NA,NA
2017,2017-18,27,Morris,3240,Mine Hill Twp,362,12,0.03428571428571425,NA,NA
2018,2018-19,27,Morris,3240,Mine Hill Twp,344,-18,-0.04972375690607733,NA,NA
2019,2019-20,27,Morris,3240,Mine Hill Twp,335,-9,-0.026162790697674465,NA,NA
