YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,PRE_K_FULL_ENROLLMENT,PRE_K_HALF_ENROLLMENT,PRE_K_ENROLLMENT,K_12_ENROLLMENT,CHG_TOTAL_ENROLLMENT,PCT_CHG_TOTAL_ENROLLMENT,CHG_K_12_ENROLLMENT,PCT_CHG_K_12_ENROLLMENT,CHG_10Y_TOTAL_ENROLLMENT,CHG_10Y_K_12_ENROLLMENT,PCT_CHG_10Y_TOTAL_ENROLLMENT,PCT_CHG_10Y_K_12_ENROLLMENT
2018,2018-19,37,Sussex,1980,Hampton Twp,280,0,0,0,280,3,0.010830324909747224,3,0.010830324909747224,NA,NA,NA,NA
2019,2019-20,37,Sussex,1980,Hampton Twp,318,9,0,9,309,38,0.13571428571428568,29,0.10357142857142865,NA,NA,NA,NA
2020,2020-21,37,Sussex,1980,Hampton Township School District,309,11,0,11,298,-9,-0.028301886792452824,-11,-0.035598705501618144,NA,NA,NA,NA
2021,2021-22,37,Sussex,1980,Hampton Township School District,300,11,0,11,289,-9,-0.029126213592232997,-9,-0.030201342281879207,NA,NA,NA,NA
2022,2022-23,37,Sussex,1980,Hampton Township School District,323,10,0,10,313,23,0.07666666666666666,24,0.08304498269896188,-23,-33,-0.06647398843930641,-0.09537572254335258
2012,2012-13,37,Sussex,2030,Hardyston Township School District,758,0,28,28,730,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2030,Hardyston Twp,744,0,9,9,735,-14,-0.01846965699208447,5,0.006849315068493178,NA,NA,NA,NA
2014,2014-15,37,Sussex,2030,Hardyston Twp,743,0,16,16,727,-1,-0.0013440860215053752,-8,-0.010884353741496544,NA,NA,NA,NA
2015,2015-16,37,Sussex,2030,Hardyston Twp,736,0,24,24,712,-7,-0.009421265141319024,-15,-0.02063273727647863,NA,NA,NA,NA
2016,2016-17,37,Sussex,2030,Hardyston Twp,720,0,36,36,684,-16,-0.021739130434782594,-28,-0.0393258426966292,NA,NA,NA,NA
2017,2017-18,37,Sussex,2030,Hardyston Twp,684,0,35,35,649,-36,-0.050000000000000044,-35,-0.051169590643274865,NA,NA,NA,NA
2018,2018-19,37,Sussex,2030,Hardyston Twp,668,0,29,29,639,-16,-0.023391812865497075,-10,-0.015408320493066285,NA,NA,NA,NA
2019,2019-20,37,Sussex,2030,Hardyston Twp,662,0,29,29,633,-6,-0.008982035928143728,-6,-0.009389671361502372,NA,NA,NA,NA
2020,2020-21,37,Sussex,2030,Hardyston Township School District,592,0,25,25,567,-70,-0.10574018126888218,-66,-0.10426540284360186,NA,NA,NA,NA
2021,2021-22,37,Sussex,2030,Hardyston Township School District,594,0,32,32,562,2,0.0033783783783782884,-5,-0.00881834215167554,NA,NA,NA,NA
2022,2022-23,37,Sussex,2030,Hardyston Township School District,595,0,26,26,569,1,0.0016835016835017313,7,0.01245551601423478,-163,-161,-0.2150395778364116,-0.2205479452054795
2012,2012-13,37,Sussex,2165,High Point Regional High School,1004.5,0,0,0,1004.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2165,High Point Regional,995,0,0,0,995,-9.5,-0.009457441513190612,-9.5,-0.009457441513190612,NA,NA,NA,NA
2014,2014-15,37,Sussex,2165,High Point Regional,998.5,0,0,0,998.5,3.5,0.0035175879396984744,3.5,0.0035175879396984744,NA,NA,NA,NA
2015,2015-16,37,Sussex,2165,High Point Regional,979,0,0,0,979,-19.5,-0.019529293940911407,-19.5,-0.019529293940911407,NA,NA,NA,NA
2016,2016-17,37,Sussex,2165,High Point Regional,918.5,0,0,0,918.5,-60.5,-0.061797752808988804,-60.5,-0.061797752808988804,NA,NA,NA,NA
2017,2017-18,37,Sussex,2165,High Point Regional,914.5,0,0,0,914.5,-4,-0.004354926510615087,-4,-0.004354926510615087,NA,NA,NA,NA
2018,2018-19,37,Sussex,2165,High Point Regional,891.5,0,0,0,891.5,-23,-0.025150355385456513,-23,-0.025150355385456513,NA,NA,NA,NA
2019,2019-20,37,Sussex,2165,High Point Regional,863,0,0,0,863,-28.5,-0.03196859226023552,-28.5,-0.03196859226023552,NA,NA,NA,NA
2020,2020-21,37,Sussex,2165,High Point Regional High School District,836.5,0,0,0,836.5,-26.5,-0.030706836616454236,-26.5,-0.030706836616454236,NA,NA,NA,NA
2021,2021-22,37,Sussex,2165,High Point Regional High School District,806.5,0,0,0,806.5,-30,-0.03586371787208609,-30,-0.03586371787208609,NA,NA,NA,NA
2022,2022-23,37,Sussex,2165,High Point Regional High School District,810,0,0,0,810,3.5,0.004339739615623062,3.5,0.004339739615623062,-194.5,-194.5,-0.19362867098058734,-0.19362867098058734
2012,2012-13,37,Sussex,2240,Hopatcong Borough Schools,1901.5,0,0,0,1901.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2240,Hopatcong,1750,0,5,5,1745,-151.5,-0.07967394162503283,-156.5,-0.08230344464896133,NA,NA,NA,NA
2014,2014-15,37,Sussex,2240,Hopatcong,1669,0,0,0,1669,-81,-0.04628571428571426,-76,-0.04355300859598854,NA,NA,NA,NA
2015,2015-16,37,Sussex,2240,Hopatcong,1588,1,10,11,1577,-81,-0.04853205512282799,-92,-0.05512282804074298,NA,NA,NA,NA
2016,2016-17,37,Sussex,2240,Hopatcong,1569,0,0,0,1569,-19,-0.011964735516372782,-8,-0.005072923272035457,NA,NA,NA,NA
2017,2017-18,37,Sussex,2240,Hopatcong,1534,0,0,0,1534,-35,-0.02230720203951564,-35,-0.02230720203951564,NA,NA,NA,NA
2018,2018-19,37,Sussex,2240,Hopatcong,1544,0,0,0,1544,10,0.006518904823989535,10,0.006518904823989535,NA,NA,NA,NA
2019,2019-20,37,Sussex,2240,Hopatcong,1497,0,0,0,1497,-47,-0.030440414507772018,-47,-0.030440414507772018,NA,NA,NA,NA
2020,2020-21,37,Sussex,2240,Hopatcong Borough School District,1434,3,0,3,1431,-63,-0.04208416833667339,-66,-0.044088176352705455,NA,NA,NA,NA
2021,2021-22,37,Sussex,2240,Hopatcong Borough School District,1397,0,0,0,1397,-37,-0.025801952580195242,-34,-0.02375960866526905,NA,NA,NA,NA
2022,2022-23,37,Sussex,2240,Hopatcong Borough School District,1396,0,0,0,1396,-1,-7.158196134574579e-4,-1,-7.158196134574579e-4,-505.5,-505.5,-0.26584275571916904,-0.26584275571916904
2012,2012-13,37,Sussex,2465,Kittatinny Regional School District,1097.5,0,0,0,1097.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2465,Kittatinny Regional,1116,0,0,0,1116,18.5,0.016856492027334857,18.5,0.016856492027334857,NA,NA,NA,NA
2014,2014-15,37,Sussex,2465,Kittatinny Regional,1074,0,0,0,1074,-42,-0.037634408602150504,-42,-0.037634408602150504,NA,NA,NA,NA
2015,2015-16,37,Sussex,2465,Kittatinny Regional,1057,0,0,0,1057,-17,-0.01582867783985098,-17,-0.01582867783985098,NA,NA,NA,NA
2016,2016-17,37,Sussex,2465,Kittatinny Regional,1027.5,0,0,0,1027.5,-29.5,-0.027909176915799416,-29.5,-0.027909176915799416,NA,NA,NA,NA
2017,2017-18,37,Sussex,2465,Kittatinny Regional,979.5,0,0,0,979.5,-48,-0.046715328467153316,-48,-0.046715328467153316,NA,NA,NA,NA
2018,2018-19,37,Sussex,2465,Kittatinny Regional,933,0,0,0,933,-46.5,-0.04747320061255744,-46.5,-0.04747320061255744,NA,NA,NA,NA
2019,2019-20,37,Sussex,2465,Kittatinny Regional,900,0,0,0,900,-33,-0.03536977491961413,-33,-0.03536977491961413,NA,NA,NA,NA
2020,2020-21,37,Sussex,2465,Kittatinny Regional School District,835.5,0,0,0,835.5,-64.5,-0.07166666666666666,-64.5,-0.07166666666666666,NA,NA,NA,NA
2021,2021-22,37,Sussex,2465,Kittatinny Regional School District,791.5,0,0,0,791.5,-44,-0.05266307600239373,-44,-0.05266307600239373,NA,NA,NA,NA
2022,2022-23,37,Sussex,2465,Kittatinny Regional School District,775,0,0,0,775,-16.5,-0.020846493998736615,-16.5,-0.020846493998736615,-322.5,-322.5,-0.29384965831435084,-0.29384965831435084
2012,2012-13,37,Sussex,2490,Lafayette Township School District,253,0,0,0,253,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2490,Lafayette Twp,251,0,3,3,248,-2,-0.007905138339920903,-5,-0.01976284584980237,NA,NA,NA,NA
2014,2014-15,37,Sussex,2490,Lafayette Twp,253,9,0,9,244,2,0.007968127490039834,-4,-0.016129032258064502,NA,NA,NA,NA
2015,2015-16,37,Sussex,2490,Lafayette Twp,242,6,3,9,233,-11,-0.04347826086956519,-11,-0.04508196721311475,NA,NA,NA,NA
2016,2016-17,37,Sussex,2490,Lafayette Twp,232,9,2,11,221,-10,-0.04132231404958675,-12,-0.05150214592274682,NA,NA,NA,NA
2017,2017-18,37,Sussex,2490,Lafayette Twp,225,13,2,15,210,-7,-0.030172413793103425,-11,-0.04977375565610864,NA,NA,NA,NA
2018,2018-19,37,Sussex,2490,Lafayette Twp,203,9,3,12,191,-22,-0.09777777777777774,-19,-0.09047619047619049,NA,NA,NA,NA
2019,2019-20,37,Sussex,2490,Lafayette Twp,196,9,4,13,183,-7,-0.03448275862068961,-8,-0.041884816753926746,NA,NA,NA,NA
2020,2020-21,37,Sussex,2490,Lafayette Township School District,194,11,2,13,181,-2,-0.010204081632653073,-2,-0.010928961748633892,NA,NA,NA,NA
2021,2021-22,37,Sussex,2490,Lafayette Township School District,202,9,0,9,193,8,0.04123711340206193,12,0.06629834254143652,NA,NA,NA,NA
2022,2022-23,37,Sussex,2490,Lafayette Township School District,205,8,0,8,197,3,0.014851485148514865,4,0.020725388601036343,-48,-56,-0.18972332015810278,-0.22134387351778662
2012,2012-13,37,Sussex,2615,Lenape Valley Regional High School,775,0,0,0,775,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,2615,Lenape Valley Regional,831,0,0,0,831,56,0.07225806451612904,56,0.07225806451612904,NA,NA,NA,NA
2014,2014-15,37,Sussex,2615,Lenape Valley Regional,821,0,0,0,821,-10,-0.012033694344163681,-10,-0.012033694344163681,NA,NA,NA,NA
2015,2015-16,37,Sussex,2615,Lenape Valley Regional,808,0,0,0,808,-13,-0.015834348355663774,-13,-0.015834348355663774,NA,NA,NA,NA
2016,2016-17,37,Sussex,2615,Lenape Valley Regional,776.5,0,0,0,776.5,-31.5,-0.038985148514851464,-31.5,-0.038985148514851464,NA,NA,NA,NA
2017,2017-18,37,Sussex,2615,Lenape Valley Regional,701,0,0,0,701,-75.5,-0.09723116548615585,-75.5,-0.09723116548615585,NA,NA,NA,NA
2018,2018-19,37,Sussex,2615,Lenape Valley Regional,687,0,0,0,687,-14,-0.0199714693295292,-14,-0.0199714693295292,NA,NA,NA,NA
2019,2019-20,37,Sussex,2615,Lenape Valley Regional,643.5,0,0,0,643.5,-43.5,-0.0633187772925764,-43.5,-0.0633187772925764,NA,NA,NA,NA
2020,2020-21,37,Sussex,2615,Lenape Valley Regional High School District,661,0,0,0,661,17.5,0.0271950271950272,17.5,0.0271950271950272,NA,NA,NA,NA
2021,2021-22,37,Sussex,2615,Lenape Valley Regional High School District,652,0,0,0,652,-9,-0.013615733736762503,-9,-0.013615733736762503,NA,NA,NA,NA
2022,2022-23,37,Sussex,2615,Lenape Valley Regional High School District,663.5,0,0,0,663.5,11.5,0.017638036809815905,11.5,0.017638036809815905,-111.5,-111.5,-0.14387096774193553,-0.14387096774193553
2012,2012-13,37,Sussex,3300,Montague Township School District,264,0,3,3,261,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,3300,Montague Twp,250,0,8,8,242,-14,-0.05303030303030298,-19,-0.07279693486590033,NA,NA,NA,NA
2014,2014-15,37,Sussex,3300,Montague Twp,218,0,1,1,217,-32,-0.128,-25,-0.10330578512396693,NA,NA,NA,NA
2015,2015-16,37,Sussex,3300,Montague Twp,215,0,3,3,212,-3,-0.013761467889908285,-5,-0.02304147465437789,NA,NA,NA,NA
2016,2016-17,37,Sussex,3300,Montague Twp,245,0,22,22,223,30,0.13953488372093026,11,0.05188679245283012,NA,NA,NA,NA
2017,2017-18,37,Sussex,3300,Montague Twp,246,0,25,25,221,1,0.004081632653061273,-2,-0.008968609865470878,NA,NA,NA,NA
2018,2018-19,37,Sussex,3300,Montague Twp,253,0,33,33,220,7,0.028455284552845628,-1,-0.004524886877828038,NA,NA,NA,NA
2019,2019-20,37,Sussex,3300,Montague Twp,242,30,0,30,212,-11,-0.04347826086956519,-8,-0.036363636363636376,NA,NA,NA,NA
2020,2020-21,37,Sussex,3300,Montague Township School District,247,29,0,29,218,5,0.02066115702479343,6,0.028301886792452935,NA,NA,NA,NA
2021,2021-22,37,Sussex,3300,Montague Township School District,272,38,0,38,234,25,0.10121457489878538,16,0.07339449541284404,NA,NA,NA,NA
2022,2022-23,37,Sussex,3300,Montague Township School District,310,47,0,47,263,38,0.13970588235294112,29,0.12393162393162394,46,2,0.1742424242424243,0.00766283524904221
2012,2012-13,37,Sussex,3590,Newton Public Schools,1356,0,17,17,1339,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,3590,Newton Town,1525.5,0,54,54,1471.5,169.5,0.125,132.5,0.0989544436146379,NA,NA,NA,NA
2014,2014-15,37,Sussex,3590,Newton Town,1556,0,41,41,1515,30.5,0.01999344477220588,43.5,0.029561671763506547,NA,NA,NA,NA
2015,2015-16,37,Sussex,3590,Newton Town,1550,0,31,31,1519,-6,-0.003856041131105381,4,0.0026402640264027166,NA,NA,NA,NA
2016,2016-17,37,Sussex,3590,Newton Town,1552,0,37,37,1515,2,0.001290322580645098,-4,-0.0026333113890717463,NA,NA,NA,NA
2017,2017-18,37,Sussex,3590,Newton Town,1533,0,47,47,1486,-19,-0.01224226804123707,-29,-0.019141914191419196,NA,NA,NA,NA
2018,2018-19,37,Sussex,3590,Newton Town,1534.5,0,53,53,1481.5,1.5,9.784735812132794e-4,-4.5,-0.00302826379542398,NA,NA,NA,NA
2019,2019-20,37,Sussex,3590,Newton Town,1575.5,75,0,75,1500.5,41,0.02671880091234935,19,0.012824839689503875,NA,NA,NA,NA
2020,2020-21,37,Sussex,3590,Newton Public School District,1579.5,116,0,116,1463.5,4,0.0025388765471279218,-37,-0.024658447184271903,NA,NA,NA,NA
2021,2021-22,37,Sussex,3590,Newton Public School District,1543,127,0,127,1416,-36.5,-0.023108578664134183,-47.5,-0.03245644004099757,NA,NA,NA,NA
2022,2022-23,37,Sussex,3590,Newton Public School District,1550,130,0,130,1420,7,0.004536616979909258,4,0.0028248587570620654,194,81,0.14306784660766958,0.06049290515309935
2012,2012-13,37,Sussex,3840,Ogdensburg Borough School District,306,0,0,0,306,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,3840,Ogdensburg Boro,289,0,14,14,275,-17,-0.05555555555555558,-31,-0.10130718954248363,NA,NA,NA,NA
2014,2014-15,37,Sussex,3840,Ogdensburg Boro,264,0,0,0,264,-25,-0.08650519031141868,-11,-0.040000000000000036,NA,NA,NA,NA
2015,2015-16,37,Sussex,3840,Ogdensburg Boro,253,0,0,0,253,-11,-0.04166666666666663,-11,-0.04166666666666663,NA,NA,NA,NA
2016,2016-17,37,Sussex,3840,Ogdensburg Boro,239,0,0,0,239,-14,-0.055335968379446654,-14,-0.055335968379446654,NA,NA,NA,NA
2017,2017-18,37,Sussex,3840,Ogdensburg Boro,224,0,11,11,213,-15,-0.06276150627615062,-26,-0.10878661087866104,NA,NA,NA,NA
2018,2018-19,37,Sussex,3840,Ogdensburg Boro,235,0,13,13,222,11,0.049107142857142794,9,0.04225352112676051,NA,NA,NA,NA
2019,2019-20,37,Sussex,3840,Ogdensburg Boro,256,40,0,40,216,21,0.08936170212765959,-6,-0.027027027027026973,NA,NA,NA,NA
2020,2020-21,37,Sussex,3840,Ogdensburg Borough School District,254,25,0,25,229,-2,-0.0078125,13,0.06018518518518512,NA,NA,NA,NA
2021,2021-22,37,Sussex,3840,Ogdensburg Borough School District,265,34,0,34,231,11,0.04330708661417315,2,0.008733624454148492,NA,NA,NA,NA
2022,2022-23,37,Sussex,3840,Ogdensburg Borough School District,281,45,0,45,236,16,0.060377358490566024,5,0.02164502164502169,-25,-70,-0.0816993464052288,-0.2287581699346405
2012,2012-13,37,Sussex,4650,Sandyston-Walpack Consolidated School,149,0,0,0,149,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,4650,Sandyston-Walpack Twp,148,0,0,0,148,-1,-0.006711409395973145,-1,-0.006711409395973145,NA,NA,NA,NA
2014,2014-15,37,Sussex,4650,Sandyston-Walpack Twp,145,0,0,0,145,-3,-0.020270270270270285,-3,-0.020270270270270285,NA,NA,NA,NA
2015,2015-16,37,Sussex,4650,Sandyston-Walpack Twp,146,0,0,0,146,1,0.006896551724137945,1,0.006896551724137945,NA,NA,NA,NA
2016,2016-17,37,Sussex,4650,Sandyston-Walpack Twp,149,0,0,0,149,3,0.020547945205479534,3,0.020547945205479534,NA,NA,NA,NA
2017,2017-18,37,Sussex,4650,Sandyston-Walpack Twp,141,0,0,0,141,-8,-0.05369127516778527,-8,-0.05369127516778527,NA,NA,NA,NA
2018,2018-19,37,Sussex,4650,Sandyston-Walpack Twp,133,0,0,0,133,-8,-0.05673758865248224,-8,-0.05673758865248224,NA,NA,NA,NA
2019,2019-20,37,Sussex,4650,Sandyston-Walpack Twp,115,0,0,0,115,-18,-0.13533834586466165,-18,-0.13533834586466165,NA,NA,NA,NA
2020,2020-21,37,Sussex,4650,Sandyston-Walpack Consolidated School District,116,0,0,0,116,1,0.008695652173912993,1,0.008695652173912993,NA,NA,NA,NA
2021,2021-22,37,Sussex,4650,Sandyston-Walpack Consolidated School District,128,0,0,0,128,12,0.10344827586206895,12,0.10344827586206895,NA,NA,NA,NA
2022,2022-23,37,Sussex,4650,Sandyston-Walpack Consolidated School District,120,0,0,0,120,-8,-0.0625,-8,-0.0625,-29,-29,-0.19463087248322153,-0.19463087248322153
2012,2012-13,37,Sussex,4960,Sparta Township Public Schools,3362,0,0,0,3362,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,4960,Sparta Twp,3232,0,0,0,3232,-130,-0.038667459845330154,-130,-0.038667459845330154,NA,NA,NA,NA
2014,2014-15,37,Sussex,4960,Sparta Twp,3290.5,0,36,36,3254.5,58.5,0.018100247524752477,22.5,0.00696163366336644,NA,NA,NA,NA
2015,2015-16,37,Sussex,4960,Sparta Twp,3274.5,0,33,33,3241.5,-16,-0.004862482905333532,-13,-0.003994469196497152,NA,NA,NA,NA
2016,2016-17,37,Sussex,4960,Sparta Twp,3240.5,0,39,39,3201.5,-34,-0.010383264620552723,-40,-0.012339966065093355,NA,NA,NA,NA
2017,2017-18,37,Sussex,4960,Sparta Twp,3188.5,0,45,45,3143.5,-52,-0.016046906341613987,-58,-0.01811650788692798,NA,NA,NA,NA
2018,2018-19,37,Sussex,4960,Sparta Twp,3172,0,47,47,3125,-16.5,-0.005174847106790059,-18.5,-0.005885159853666333,NA,NA,NA,NA
2019,2019-20,37,Sussex,4960,Sparta Twp,3121.5,1,44,45,3076.5,-50.5,-0.015920554854981117,-48.5,-0.015519999999999978,NA,NA,NA,NA
2020,2020-21,37,Sussex,4960,Sparta Township Public School District,3050,2,28,30,3020,-71.5,-0.022905654332852743,-56.5,-0.018365025190963724,NA,NA,NA,NA
2021,2021-22,37,Sussex,4960,Sparta Township Public School District,3212,37,20,57,3155,162,0.05311475409836075,135,0.04470198675496695,NA,NA,NA,NA
2022,2022-23,37,Sussex,4960,Sparta Township Public School District,3266,92,1,93,3173,54,0.01681195516811962,18,0.005705229793977917,-96,-189,-0.028554431885782328,-0.0562165377751338
2012,2012-13,37,Sussex,5030,Stanhope,356,0,0,0,356,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,5030,Stanhope Boro,364,0,7,7,357,8,0.022471910112359605,1,0.002808988764045006,NA,NA,NA,NA
2014,2014-15,37,Sussex,5030,Stanhope Boro,318,5,1,6,312,-46,-0.12637362637362637,-45,-0.12605042016806722,NA,NA,NA,NA
2015,2015-16,37,Sussex,5030,Stanhope Boro,311,2,2,4,307,-7,-0.022012578616352196,-5,-0.01602564102564108,NA,NA,NA,NA
2016,2016-17,37,Sussex,5030,Stanhope Boro,316,7,1,8,308,5,0.016077170418006492,1,0.0032573289902280145,NA,NA,NA,NA
2017,2017-18,37,Sussex,5030,Stanhope Boro,322,6,10,16,306,6,0.018987341772152,-2,-0.00649350649350644,NA,NA,NA,NA
2018,2018-19,37,Sussex,5030,Stanhope Boro,310,6,3,9,301,-12,-0.037267080745341574,-5,-0.016339869281045805,NA,NA,NA,NA
2019,2019-20,37,Sussex,5030,Stanhope Boro,316,7,2,9,307,6,0.019354838709677358,6,0.019933554817275656,NA,NA,NA,NA
2020,2020-21,37,Sussex,5030,Stanhope School District,302,0,3,3,299,-14,-0.044303797468354444,-8,-0.026058631921824116,NA,NA,NA,NA
2021,2021-22,37,Sussex,5030,Stanhope School District,299,7,3,10,289,-3,-0.009933774834437137,-10,-0.03344481605351168,NA,NA,NA,NA
2022,2022-23,37,Sussex,5030,Stanhope School District,311,8,1,9,302,12,0.04013377926421402,13,0.04498269896193774,-45,-54,-0.1264044943820225,-0.151685393258427
2012,2012-13,37,Sussex,5040,Stillwater Township School,352,0,22,22,330,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,5040,Stillwater Twp,337,0,21,21,316,-15,-0.042613636363636354,-14,-0.042424242424242475,NA,NA,NA,NA
2014,2014-15,37,Sussex,5040,Stillwater Twp,348,0,24,24,324,11,0.03264094955489605,8,0.025316455696202445,NA,NA,NA,NA
2015,2015-16,37,Sussex,5040,Stillwater Twp,323,0,24,24,299,-25,-0.07183908045977017,-25,-0.0771604938271605,NA,NA,NA,NA
2016,2016-17,37,Sussex,5040,Stillwater Twp,288,0,17,17,271,-35,-0.10835913312693501,-28,-0.09364548494983282,NA,NA,NA,NA
2017,2017-18,37,Sussex,5040,Stillwater Twp,285,0,19,19,266,-3,-0.01041666666666663,-5,-0.01845018450184499,NA,NA,NA,NA
2018,2018-19,37,Sussex,5040,Stillwater Twp,262,0,18,18,244,-23,-0.08070175438596494,-22,-0.08270676691729328,NA,NA,NA,NA
2019,2019-20,37,Sussex,5040,Stillwater Twp,252,23,0,23,229,-10,-0.03816793893129766,-15,-0.061475409836065587,NA,NA,NA,NA
2020,2020-21,37,Sussex,5040,Stillwater Township School District,271,36,0,36,235,19,0.07539682539682535,6,0.026200873362445476,NA,NA,NA,NA
2021,2021-22,37,Sussex,5040,Stillwater Township School District,266,47,0,47,219,-5,-0.01845018450184499,-16,-0.06808510638297871,NA,NA,NA,NA
2022,2022-23,37,Sussex,5040,Stillwater Township School District,282,39,0,39,243,16,0.06015037593984962,24,0.1095890410958904,-70,-87,-0.19886363636363635,-0.26363636363636367
2012,2012-13,37,Sussex,5100,Sussex-Wantage Regional School District,1310,6,12,18,1292,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,5100,Sussex-Wantage Regional,1224,5,11,16,1208,-86,-0.06564885496183204,-84,-0.06501547987616096,NA,NA,NA,NA
2014,2014-15,37,Sussex,5100,Sussex-Wantage Regional,1147,5,1,6,1141,-77,-0.06290849673202614,-67,-0.055463576158940375,NA,NA,NA,NA
2015,2015-16,37,Sussex,5100,Sussex-Wantage Regional,1086,29,8,37,1049,-61,-0.053182214472537015,-92,-0.08063102541630152,NA,NA,NA,NA
2016,2016-17,37,Sussex,5100,Sussex-Wantage Regional,1070,19,2,21,1049,-16,-0.014732965009208066,0,0,NA,NA,NA,NA
2017,2017-18,37,Sussex,5100,Sussex-Wantage Regional,1012,14,3,17,995,-58,-0.0542056074766355,-54,-0.051477597712106804,NA,NA,NA,NA
2018,2018-19,37,Sussex,5100,Sussex-Wantage Regional,1036,2,8,10,1026,24,0.02371541501976293,31,0.031155778894472297,NA,NA,NA,NA
2019,2019-20,37,Sussex,5100,Sussex-Wantage Regional,1044,8,0,8,1036,8,0.007722007722007707,10,0.00974658869395717,NA,NA,NA,NA
2020,2020-21,37,Sussex,5100,Sussex-Wantage Regional School District,1000,0,0,0,1000,-44,-0.04214559386973182,-36,-0.03474903474903479,NA,NA,NA,NA
2021,2021-22,37,Sussex,5100,Sussex-Wantage Regional School District,1020,0,8,8,1012,20,0.020000000000000018,12,0.01200000000000001,NA,NA,NA,NA
2022,2022-23,37,Sussex,5100,Sussex-Wantage Regional School District,1038,8,0,8,1030,18,0.01764705882352935,18,0.01778656126482203,-272,-262,-0.2076335877862595,-0.20278637770897834
2012,2012-13,37,Sussex,5105,Sussex County Educational Services Commission,33,0,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,5105,Sussex Co Ed Serv Comm,36,0,0,0,36,3,0.09090909090909083,4,0.125,NA,NA,NA,NA
2014,2014-15,37,Sussex,5105,Sussex Co Ed Serv Comm,38,0,0,0,38,2,0.05555555555555558,2,0.05555555555555558,NA,NA,NA,NA
2015,2015-16,37,Sussex,5105,Sussex Co Ed Serv Comm,36,1,0,1,35,-2,-0.052631578947368474,-3,-0.07894736842105265,NA,NA,NA,NA
2016,2016-17,37,Sussex,5105,Sussex Co Ed Serv Comm,32,0,0,0,32,-4,-0.11111111111111116,-3,-0.08571428571428574,NA,NA,NA,NA
2017,2017-18,37,Sussex,5105,Sussex Co Ed Serv Comm,44,1,0,1,43,12,0.375,11,0.34375,NA,NA,NA,NA
2018,2018-19,37,Sussex,5105,Sussex Co Ed Serv Comm,42,1,0,1,41,-2,-0.045454545454545414,-2,-0.046511627906976716,NA,NA,NA,NA
2019,2019-20,37,Sussex,5105,Sussex Co Ed Serv Comm,40,0,0,0,40,-2,-0.04761904761904767,-1,-0.024390243902439046,NA,NA,NA,NA
2020,2020-21,37,Sussex,5105,Northern Hills Academy School District,37,0,0,0,37,-3,-0.07499999999999996,-3,-0.07499999999999996,NA,NA,NA,NA
2021,2021-22,37,Sussex,5105,Northern Hills Academy School District,38,1,0,1,37,1,0.027027027027026973,0,0,NA,NA,NA,NA
2022,2022-23,37,Sussex,5105,Northern Hills Academy School District,33,0,0,0,33,-5,-0.13157894736842102,-4,-0.10810810810810811,0,1,0,0.03125
2012,2012-13,37,Sussex,5110,Sussex County Technical School,717.5,0,0,0,717.5,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,37,Sussex,5110,Sussex County Vocational,772,0,0,0,772,54.5,0.07595818815331001,54.5,0.07595818815331001,NA,NA,NA,NA
2014,2014-15,37,Sussex,5110,Sussex County Vocational,765.5,0,0,0,765.5,-6.5,-0.008419689119171014,-6.5,-0.008419689119171014,NA,NA,NA,NA
2015,2015-16,37,Sussex,5110,Sussex County Vocational,774.5,0,0,0,774.5,9,0.011757021554539504,9,0.011757021554539504,NA,NA,NA,NA
2016,2016-17,37,Sussex,5110,Sussex County Vocational,786,0,0,0,786,11.5,0.01484828921885084,11.5,0.01484828921885084,NA,NA,NA,NA
2017,2017-18,37,Sussex,5110,Sussex County Vocational,789,0,0,0,789,3,0.003816793893129722,3,0.003816793893129722,NA,NA,NA,NA
2018,2018-19,37,Sussex,5110,Sussex County Vocational,782,0,0,0,782,-7,-0.008871989860583018,-7,-0.008871989860583018,NA,NA,NA,NA
2019,2019-20,37,Sussex,5110,Sussex County Vocational,756,0,0,0,756,-26,-0.03324808184143224,-26,-0.03324808184143224,NA,NA,NA,NA
