YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,PRE_K_FULL_ENROLLMENT,PRE_K_HALF_ENROLLMENT,PRE_K_ENROLLMENT,K_12_ENROLLMENT,CHG_TOTAL_ENROLLMENT,PCT_CHG_TOTAL_ENROLLMENT,CHG_K_12_ENROLLMENT,PCT_CHG_K_12_ENROLLMENT,CHG_10Y_TOTAL_ENROLLMENT,CHG_10Y_K_12_ENROLLMENT,PCT_CHG_10Y_TOTAL_ENROLLMENT,PCT_CHG_10Y_K_12_ENROLLMENT
2022,2022-23,07,Camden,0800,Cherry Hill School District,10706,12,150,162,10544,110,0.010381275953189828,104,0.009961685823754785,-810,-667,-0.07033692254254953,-0.05949513870305945
2012,2012-13,07,Camden,0880,Clementon Elementary School,467,0,26,26,441,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0880,Clementon Boro,457,0,24,24,433,-10,-0.021413276231263434,-8,-0.01814058956916098,NA,NA,NA,NA
2014,2014-15,07,Camden,0880,Clementon Boro,434,0,26,26,408,-23,-0.05032822757111599,-25,-0.05773672055427248,NA,NA,NA,NA
2015,2015-16,07,Camden,0880,Clementon Boro,435,0,32,32,403,1,0.0023041474654377225,-5,-0.01225490196078427,NA,NA,NA,NA
2016,2016-17,07,Camden,0880,Clementon Boro,453,0,29,29,424,18,0.04137931034482767,21,0.05210918114143914,NA,NA,NA,NA
2017,2017-18,07,Camden,0880,Clementon Boro,432,0,18,18,414,-21,-0.04635761589403975,-10,-0.02358490566037741,NA,NA,NA,NA
2018,2018-19,07,Camden,0880,Clementon Boro,479,0,15,15,464,47,0.10879629629629628,50,0.12077294685990347,NA,NA,NA,NA
2019,2019-20,07,Camden,0880,Clementon Boro,491,0,18,18,473,12,0.025052192066805867,9,0.0193965517241379,NA,NA,NA,NA
2020,2020-21,07,Camden,0880,Clementon Elementary School District,516,0,12,12,504,25,0.050916496945010215,31,0.06553911205074003,NA,NA,NA,NA
2021,2021-22,07,Camden,0880,Clementon Elementary School District,550,40,0,40,510,34,0.06589147286821695,6,0.011904761904761862,NA,NA,NA,NA
2022,2022-23,07,Camden,0880,Clementon Elementary School District,585,51,0,51,534,35,0.06363636363636371,24,0.04705882352941182,118,93,0.25267665952890783,0.2108843537414966
2012,2012-13,07,Camden,0940,Collingswood Public Schools,1862,18,17,35,1827,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0940,Collingswood Boro,1875,28,18,46,1829,13,0.00698174006444674,2,0.0010946907498632363,NA,NA,NA,NA
2014,2014-15,07,Camden,0940,Collingswood Boro,1877,16,25,41,1836,2,0.0010666666666667712,7,0.003827227993439042,NA,NA,NA,NA
2015,2015-16,07,Camden,0940,Collingswood Boro,1945,20,25,45,1900,68,0.036228023441662316,64,0.034858387799564294,NA,NA,NA,NA
2016,2016-17,07,Camden,0940,Collingswood Boro,1909,12,39,51,1858,-36,-0.018508997429305896,-42,-0.02210526315789474,NA,NA,NA,NA
2017,2017-18,07,Camden,0940,Collingswood Boro,1998,29,32,61,1937,89,0.046621267679413325,79,0.04251883745963392,NA,NA,NA,NA
2018,2018-19,07,Camden,0940,Collingswood Boro,2130,30,34,64,2066,132,0.06606606606606613,129,0.06659783169850275,NA,NA,NA,NA
2019,2019-20,07,Camden,0940,Collingswood Boro,2151,133,0,133,2018,21,0.009859154929577452,-48,-0.023233301064859657,NA,NA,NA,NA
2020,2020-21,07,Camden,0940,Collingswood Public School District,2200,121,0,121,2079,49,0.022780102278010306,61,0.030227948463825483,NA,NA,NA,NA
2021,2021-22,07,Camden,0940,Collingswood Public School District,2254,156,0,156,2098,54,0.024545454545454648,19,0.009139009139009113,NA,NA,NA,NA
2022,2022-23,07,Camden,0940,Collingswood Public School District,2271,178,0,178,2093,17,0.007542147293700063,-5,-0.0023832221163012646,409,266,0.21965628356605804,0.14559386973180066
2012,2012-13,07,Camden,1255,Eastern Camden County Regional School District,2080,0,0,0,2080,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1255,Eastern Camden County Reg,2049,0,0,0,2049,-31,-0.014903846153846101,-31,-0.014903846153846101,NA,NA,NA,NA
2014,2014-15,07,Camden,1255,Eastern Camden County Reg,2014,0,0,0,2014,-35,-0.01708150317227919,-35,-0.01708150317227919,NA,NA,NA,NA
2015,2015-16,07,Camden,1255,Eastern Camden County Reg,2038,0,0,0,2038,24,0.011916583912611634,24,0.011916583912611634,NA,NA,NA,NA
2016,2016-17,07,Camden,1255,Eastern Camden County Reg,2016,0,0,0,2016,-22,-0.01079489695780178,-22,-0.01079489695780178,NA,NA,NA,NA
2017,2017-18,07,Camden,1255,Eastern Camden County Reg,1957,0,0,0,1957,-59,-0.029265873015873023,-59,-0.029265873015873023,NA,NA,NA,NA
2018,2018-19,07,Camden,1255,Eastern Camden County Reg,1955,0,0,0,1955,-2,-0.0010219724067450642,-2,-0.0010219724067450642,NA,NA,NA,NA
2019,2019-20,07,Camden,1255,Eastern Camden County Reg,1928,0,0,0,1928,-27,-0.013810741687979577,-27,-0.013810741687979577,NA,NA,NA,NA
2020,2020-21,07,Camden,1255,Eastern Camden County Regional School District,1926,0,0,0,1926,-2,-0.0010373443983402453,-2,-0.0010373443983402453,NA,NA,NA,NA
2021,2021-22,07,Camden,1255,Eastern Camden County Regional School District,1998,0,0,0,1998,72,0.03738317757009346,72,0.03738317757009346,NA,NA,NA,NA
2022,2022-23,07,Camden,1255,Eastern Camden County Regional School District,1933,0,0,0,1933,-65,-0.03253253253253252,-65,-0.03253253253253252,-147,-147,-0.0706730769230769,-0.0706730769230769
2012,2012-13,07,Camden,1720,Gibbsboro Elementary School,266,0,18,18,248,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1720,Gibbsboro Boro,261,0,15,15,246,-5,-0.018796992481203034,-2,-0.008064516129032251,NA,NA,NA,NA
2014,2014-15,07,Camden,1720,Gibbsboro Boro,270,0,14,14,256,9,0.034482758620689724,10,0.04065040650406515,NA,NA,NA,NA
2015,2015-16,07,Camden,1720,Gibbsboro Boro,252,0,14,14,238,-18,-0.06666666666666665,-18,-0.0703125,NA,NA,NA,NA
2016,2016-17,07,Camden,1720,Gibbsboro Boro,255,0,11,11,244,3,0.011904761904761862,6,0.025210084033613356,NA,NA,NA,NA
2017,2017-18,07,Camden,1720,Gibbsboro Boro,262,0,14,14,248,7,0.027450980392156765,4,0.016393442622950838,NA,NA,NA,NA
2018,2018-19,07,Camden,1720,Gibbsboro Boro,275,0,14,14,261,13,0.04961832061068705,13,0.05241935483870974,NA,NA,NA,NA
2019,2019-20,07,Camden,1720,Gibbsboro Boro,266,0,15,15,251,-9,-0.032727272727272716,-10,-0.03831417624521072,NA,NA,NA,NA
2020,2020-21,07,Camden,1720,Gibbsboro Elementary School District,276,0,11,11,265,10,0.03759398496240607,14,0.055776892430278835,NA,NA,NA,NA
2021,2021-22,07,Camden,1720,Gibbsboro Elementary School District,287,0,13,13,274,11,0.03985507246376807,9,0.03396226415094339,NA,NA,NA,NA
2022,2022-23,07,Camden,1720,Gibbsboro Elementary School District,281,0,13,13,268,-6,-0.020905923344947785,-6,-0.021897810218978075,15,20,0.0563909774436091,0.08064516129032251
2012,2012-13,07,Camden,1770,Gloucester City Public Schools,2027,244,0,244,1783,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1770,Gloucester City,2055,235,0,235,1820,28,0.013813517513566742,37,0.020751542344363383,NA,NA,NA,NA
2014,2014-15,07,Camden,1770,Gloucester City,2064,270,0,270,1794,9,0.004379562043795637,-26,-0.014285714285714235,NA,NA,NA,NA
2015,2015-16,07,Camden,1770,Gloucester City,2087,261,0,261,1826,23,0.011143410852713087,32,0.01783723522853964,NA,NA,NA,NA
2016,2016-17,07,Camden,1770,Gloucester City,2122,269,0,269,1853,35,0.01677048394825098,27,0.014786418400876133,NA,NA,NA,NA
2017,2017-18,07,Camden,1770,Gloucester City,2121,262,0,262,1859,-1,-4.7125353440147233e-4,6,0.0032379924446843678,NA,NA,NA,NA
2018,2018-19,07,Camden,1770,Gloucester City,2151,251,0,251,1900,30,0.014144271570014189,41,0.022054868208714273,NA,NA,NA,NA
2019,2019-20,07,Camden,1770,Gloucester City,2212,374,0,374,1838,61,0.028358902835890376,-62,-0.032631578947368456,NA,NA,NA,NA
2020,2020-21,07,Camden,1770,Gloucester City Public School District,2220,282,0,282,1938,8,0.003616636528029016,100,0.054406964091403776,NA,NA,NA,NA
2021,2021-22,07,Camden,1770,Gloucester City Public School District,2284,212,0,212,2072,64,0.028828828828828756,134,0.06914344685242524,NA,NA,NA,NA
2022,2022-23,07,Camden,1770,Gloucester City Public School District,2323,232,0,232,2091,39,0.017075306479859886,19,0.00916988416988418,296,308,0.14602861371484943,0.17274256870443083
2012,2012-13,07,Camden,1780,Gloucester Township Public Schools,6929,0,61,61,6868,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1780,Gloucester Twp,6721,0,53,53,6668,-208,-0.030018761726078758,-200,-0.02912055911473499,NA,NA,NA,NA
2014,2014-15,07,Camden,1780,Gloucester Twp,6488,0,0,0,6488,-233,-0.034667460199375055,-180,-0.02699460107978402,NA,NA,NA,NA
2015,2015-16,07,Camden,1780,Gloucester Twp,6362,0,0,0,6362,-126,-0.01942046855733659,-126,-0.01942046855733659,NA,NA,NA,NA
2016,2016-17,07,Camden,1780,Gloucester Twp,6354,0,49,49,6305,-8,-0.0012574662055957475,-57,-0.00895944671486959,NA,NA,NA,NA
2017,2017-18,07,Camden,1780,Gloucester Twp,6293,0,50,50,6243,-61,-0.009600251809883553,-62,-0.009833465503568561,NA,NA,NA,NA
2018,2018-19,07,Camden,1780,Gloucester Twp,6218,0,48,48,6170,-75,-0.011918004131574733,-73,-0.011693096267820002,NA,NA,NA,NA
2019,2019-20,07,Camden,1780,Gloucester Twp,6361,92,30,122,6239,143,0.022997748472177504,69,0.01118314424635325,NA,NA,NA,NA
2020,2020-21,07,Camden,1780,Gloucester Township Public Schools,6368,264,0,264,6104,7,0.0011004559031599914,-135,-0.02163808302612602,NA,NA,NA,NA
2021,2021-22,07,Camden,1780,Gloucester Township Public Schools,6397,294,0,294,6103,29,0.004554020100502543,-1,-1.6382699868933148e-4,NA,NA,NA,NA
2022,2022-23,07,Camden,1780,Gloucester Township Public Schools,6548,294,0,294,6254,151,0.023604814756917225,151,0.024741930198263207,-381,-614,-0.05498628950786544,-0.08940011648223645
2014,2014-15,07,Camden,1799,Kipp Cooper Norcross Academy At Lanning Square,104,0,0,0,104,NA,NA,NA,NA,NA,NA,NA,NA
2015,2015-16,07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",498,0,0,0,498,394,3.7884615384615383,394,3.7884615384615383,NA,NA,NA,NA
2016,2016-17,07,Camden,1799,Kipp: Cooper Norcross A New Jersey Nonprofit Corporation,113,0,0,0,113,-385,-0.7730923694779117,-385,-0.7730923694779117,NA,NA,NA,NA
2017,2017-18,07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",1120,0,0,0,1120,1007,8.91150442477876,1007,8.91150442477876,NA,NA,NA,NA
2018,2018-19,07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",1362,0,0,0,1362,242,0.21607142857142847,242,0.21607142857142847,NA,NA,NA,NA
2019,2019-20,07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",1513,0,0,0,1513,151,0.11086637298091051,151,0.11086637298091051,NA,NA,NA,NA
2020,2020-21,07,Camden,1799,Kipp: Cooper Norcross A New Jersey Nonprofit Corporation,1775,0,0,0,1775,262,0.17316589557171191,262,0.17316589557171191,NA,NA,NA,NA
2021,2021-22,07,Camden,1799,Kipp: Cooper Norcross A New Jersey Nonprofit Corporation,1919,0,0,0,1919,144,0.0811267605633803,144,0.0811267605633803,NA,NA,NA,NA
2022,2022-23,07,Camden,1799,"Kipp: Cooper Norcross, A New Jersey Nonprofit Corporation",2026,0,0,0,2026,107,0.0557582073996874,107,0.0557582073996874,NA,NA,NA,NA
2014,2014-15,07,Camden,1801,Uncommon Schools,70,0,0,0,70,NA,NA,NA,NA,NA,NA,NA,NA
2015,2015-16,07,Camden,1801,"Camden Prep, Inc.",285,0,0,0,285,215,3.071428571428571,215,3.071428571428571,NA,NA,NA,NA
2016,2016-17,07,Camden,1801,Camden Prep Inc.,388,0,0,0,388,103,0.36140350877192984,103,0.36140350877192984,NA,NA,NA,NA
2017,2017-18,07,Camden,1801,"Camden Prep, Inc.",589,0,0,0,589,201,0.518041237113402,201,0.518041237113402,NA,NA,NA,NA
2018,2018-19,07,Camden,1801,"Camden Prep, Inc.",734,0,0,0,734,145,0.2461799660441426,145,0.2461799660441426,NA,NA,NA,NA
2019,2019-20,07,Camden,1801,"Camden Prep, Inc.",891,0,0,0,891,157,0.21389645776566768,157,0.21389645776566768,NA,NA,NA,NA
2020,2020-21,07,Camden,1801,Camden Prep Inc.,949,0,0,0,949,58,0.06509539842873169,58,0.06509539842873169,NA,NA,NA,NA
2021,2021-22,07,Camden,1801,Camden Prep Inc.,1042,0,0,0,1042,93,0.09799789251844038,93,0.09799789251844038,NA,NA,NA,NA
2022,2022-23,07,Camden,1801,"Camden Prep, Inc.",1162,0,0,0,1162,120,0.11516314779270642,120,0.11516314779270642,NA,NA,NA,NA
2014,2014-15,07,Camden,1802,Mastery Schools Of Camden,368,0,0,0,368,NA,NA,NA,NA,NA,NA,NA,NA
2015,2015-16,07,Camden,1802,"Mastery Schools Of Camden, Inc.",1406,0,0,0,1406,1038,2.8206521739130435,1038,2.8206521739130435,NA,NA,NA,NA
2016,2016-17,07,Camden,1802,Mastery Schools Of Camden Inc.,1694,0,0,0,1694,288,0.20483641536273112,288,0.20483641536273112,NA,NA,NA,NA
2017,2017-18,07,Camden,1802,"Mastery Schools Of Camden, Inc.",2140,0,0,0,2140,446,0.2632821723730814,446,0.2632821723730814,NA,NA,NA,NA
2018,2018-19,07,Camden,1802,"Mastery Schools Of Camden, Inc.",2319,0,0,0,2319,179,0.08364485981308412,179,0.08364485981308412,NA,NA,NA,NA
2019,2019-20,07,Camden,1802,"Mastery Schools Of Camden, Inc.",2632,0,0,0,2632,313,0.13497197067701605,313,0.13497197067701605,NA,NA,NA,NA
2020,2020-21,07,Camden,1802,Mastery Schools Of Camden Inc.,2737,0,0,0,2737,105,0.039893617021276695,105,0.039893617021276695,NA,NA,NA,NA
2021,2021-22,07,Camden,1802,Mastery Schools Of Camden Inc.,2661,0,0,0,2661,-76,-0.027767628790646648,-76,-0.027767628790646648,NA,NA,NA,NA
2022,2022-23,07,Camden,1802,"Mastery Schools Of Camden, Inc.",2880,0,0,0,2880,219,0.08229988726042836,219,0.08229988726042836,NA,NA,NA,NA
2012,2012-13,07,Camden,1880,Haddon Heights Public Schools,1326,0,10,10,1316,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1880,Haddon Heights Boro,1247,0,9,9,1238,-79,-0.05957767722473606,-78,-0.059270516717325195,NA,NA,NA,NA
2014,2014-15,07,Camden,1880,Haddon Heights Boro,1287,0,14,14,1273,40,0.03207698476343235,35,0.028271405492730217,NA,NA,NA,NA
2015,2015-16,07,Camden,1880,Haddon Heights Boro,1297,0,7,7,1290,10,0.007770007770007803,17,0.01335428122545168,NA,NA,NA,NA
2016,2016-17,07,Camden,1880,Haddon Heights Boro,1329,0,0,0,1329,32,0.024672320740169562,39,0.03023255813953485,NA,NA,NA,NA
2017,2017-18,07,Camden,1880,Haddon Heights Boro,1409,0,10,10,1399,80,0.0601956358164033,70,0.052671181339353,NA,NA,NA,NA
2018,2018-19,07,Camden,1880,Haddon Heights Boro,1471,0,16,16,1455,62,0.04400283889283174,56,0.04002859185132235,NA,NA,NA,NA
2019,2019-20,07,Camden,1880,Haddon Heights Boro,1501,0,17,17,1484,30,0.020394289598912207,29,0.01993127147766316,NA,NA,NA,NA
2020,2020-21,07,Camden,1880,Haddon Heights School District,1514,0,13,13,1501,13,0.008660892738174608,17,0.011455525606469008,NA,NA,NA,NA
2021,2021-22,07,Camden,1880,Haddon Heights School District,1561,0,12,12,1549,47,0.031043593130779312,48,0.0319786808794138,NA,NA,NA,NA
2022,2022-23,07,Camden,1880,Haddon Heights School District,1483,0,8,8,1475,-78,-0.049967969250480415,-74,-0.047772756617172396,157,159,0.11840120663650078,0.12082066869300911
2012,2012-13,07,Camden,1890,Haddon Township School District,2094,0,80,80,2014,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1890,Haddon Twp,2056,0,66,66,1990,-38,-0.018147086914995225,-24,-0.011916583912611745,NA,NA,NA,NA
2014,2014-15,07,Camden,1890,Haddon Twp,2117,0,69,69,2048,61,0.029669260700389,58,0.029145728643216184,NA,NA,NA,NA
2015,2015-16,07,Camden,1890,Haddon Twp,2073,0,57,57,2016,-44,-0.020784128483703368,-32,-0.015625,NA,NA,NA,NA
2016,2016-17,07,Camden,1890,Haddon Twp,2047,0,48,48,1999,-26,-0.012542209358417766,-17,-0.008432539682539653,NA,NA,NA,NA
2017,2017-18,07,Camden,1890,Haddon Twp,2011,0,46,46,1965,-36,-0.017586712261846604,-34,-0.017008504252126078,NA,NA,NA,NA
2018,2018-19,07,Camden,1890,Haddon Twp,2035,0,45,45,1990,24,0.011934361014420691,25,0.012722646310432628,NA,NA,NA,NA
2019,2019-20,07,Camden,1890,Haddon Twp,2060,0,67,67,1993,25,0.01228501228501222,3,0.0015075376884421399,NA,NA,NA,NA
2020,2020-21,07,Camden,1890,Haddon Township School District,1971,0,40,40,1931,-89,-0.04320388349514559,-62,-0.031108881083793283,NA,NA,NA,NA
2021,2021-22,07,Camden,1890,Haddon Township School District,2026,0,53,53,1973,55,0.02790461694571289,42,0.02175038839979293,NA,NA,NA,NA
2022,2022-23,07,Camden,1890,Haddon Township School District,2072,0,68,68,2004,46,0.022704837117472954,31,0.01571211353269142,-22,-10,-0.010506208213944657,-0.0049652432969214955
2012,2012-13,07,Camden,1900,Haddonfield Board Of Education,2482,0,60,60,2422,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,1900,Haddonfield Boro,2549,0,72,72,2477,67,0.02699435938759076,55,0.022708505367464937,NA,NA,NA,NA
2014,2014-15,07,Camden,1900,Haddonfield Boro,2593,0,68,68,2525,44,0.017261671243624876,48,0.01937828017763432,NA,NA,NA,NA
2015,2015-16,07,Camden,1900,Haddonfield Boro,2660,0,41,41,2619,67,0.025838796760509153,94,0.03722772277227726,NA,NA,NA,NA
2016,2016-17,07,Camden,1900,Haddonfield Boro,2692,0,45,45,2647,32,0.012030075187969835,28,0.010691103474608665,NA,NA,NA,NA
2017,2017-18,07,Camden,1900,Haddonfield Boro,2716,0,43,43,2673,24,0.008915304606240682,26,0.009822440498677754,NA,NA,NA,NA
2018,2018-19,07,Camden,1900,Haddonfield Boro,2739,0,46,46,2693,23,0.008468335787923387,20,0.007482229704451893,NA,NA,NA,NA
2019,2019-20,07,Camden,1900,Haddonfield Boro,2710,0,43,43,2667,-29,-0.01058780576852869,-26,-0.009654660230226542,NA,NA,NA,NA
2020,2020-21,07,Camden,1900,Haddonfield School District,2645,0,28,28,2617,-65,-0.023985239852398532,-50,-0.01874765654293209,NA,NA,NA,NA
2021,2021-22,07,Camden,1900,Haddonfield School District,2699,0,54,54,2645,54,0.02041587901701325,28,0.01069927397783732,NA,NA,NA,NA
2022,2022-23,07,Camden,1900,Haddonfield School District,2758,0,46,46,2712,59,0.021859948128936546,67,0.025330812854442275,276,290,0.11120064464141821,0.11973575557390581
2012,2012-13,07,Camden,2540,Laurel Springs School,185,0,15,15,170,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,2540,Laurel Springs Boro,190,0,14,14,176,5,0.027027027027026973,6,0.03529411764705892,NA,NA,NA,NA
2014,2014-15,07,Camden,2540,Laurel Springs Boro,211,0,13,13,198,21,0.11052631578947358,22,0.125,NA,NA,NA,NA
2015,2015-16,07,Camden,2540,Laurel Springs Boro,200,0,13,13,187,-11,-0.05213270142180093,-11,-0.05555555555555558,NA,NA,NA,NA
2016,2016-17,07,Camden,2540,Laurel Springs Boro,200,0,12,12,188,0,0,1,0.005347593582887722,NA,NA,NA,NA
2017,2017-18,07,Camden,2540,Laurel Springs Boro,182,0,12,12,170,-18,-0.08999999999999997,-18,-0.0957446808510638,NA,NA,NA,NA
2018,2018-19,07,Camden,2540,Laurel Springs Boro,186,0,11,11,175,4,0.0219780219780219,5,0.02941176470588225,NA,NA,NA,NA
2019,2019-20,07,Camden,2540,Laurel Springs Boro,179,0,19,19,160,-7,-0.037634408602150504,-15,-0.08571428571428574,NA,NA,NA,NA
2020,2020-21,07,Camden,2540,Laurel Springs School District,167,0,13,13,154,-12,-0.06703910614525144,-6,-0.03749999999999998,NA,NA,NA,NA
2021,2021-22,07,Camden,2540,Laurel Springs School District,176,0,12,12,164,9,0.05389221556886237,10,0.06493506493506485,NA,NA,NA,NA
2022,2022-23,07,Camden,2540,Laurel Springs School District,185,0,20,20,165,9,0.051136363636363535,1,0.0060975609756097615,0,-5,0,-0.02941176470588236
2012,2012-13,07,Camden,2560,Lawnside School Distric,276,22,0,22,254,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,2560,Lawnside Boro,278,20,0,20,258,2,0.007246376811594235,4,0.015748031496062964,NA,NA,NA,NA
2014,2014-15,07,Camden,2560,Lawnside Boro,274,24,0,24,250,-4,-0.014388489208633115,-8,-0.03100775193798455,NA,NA,NA,NA
2015,2015-16,07,Camden,2560,Lawnside Boro,289,18,0,18,271,15,0.054744525547445244,21,0.08400000000000007,NA,NA,NA,NA
2016,2016-17,07,Camden,2560,Lawnside Boro,326,37,0,37,289,37,0.12802768166089962,18,0.06642066420664205,NA,NA,NA,NA
2017,2017-18,07,Camden,2560,Lawnside Boro,264,16,0,16,248,-62,-0.1901840490797546,-41,-0.1418685121107266,NA,NA,NA,NA
2018,2018-19,07,Camden,2560,Lawnside Boro,311,36,0,36,275,47,0.17803030303030298,27,0.1088709677419355,NA,NA,NA,NA
2019,2019-20,07,Camden,2560,Lawnside Boro,306,44,0,44,262,-5,-0.01607717041800638,-13,-0.047272727272727244,NA,NA,NA,NA
2020,2020-21,07,Camden,2560,Lawnside School Distric,308,53,0,53,255,2,0.0065359477124182774,-7,-0.026717557251908386,NA,NA,NA,NA
2021,2021-22,07,Camden,2560,Lawnside School Distric,317,32,0,32,285,9,0.029220779220779258,30,0.11764705882352944,NA,NA,NA,NA
2022,2022-23,07,Camden,2560,Lawnside School District,324,38,0,38,286,7,0.02208201892744488,1,0.0035087719298245723,48,32,0.17391304347826098,0.12598425196850394
2012,2012-13,07,Camden,2670,Lindenwold Board Of Education,2411,87,0,87,2324,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,2670,Lindenwold Boro,2467,125,0,125,2342,56,0.023226876814599784,18,0.007745266781411297,NA,NA,NA,NA
2014,2014-15,07,Camden,2670,Lindenwold Boro,2630,139,0,139,2491,163,0.06607215241183617,149,0.06362083689154563,NA,NA,NA,NA
2015,2015-16,07,Camden,2670,Lindenwold Boro,2743,168,0,168,2575,113,0.04296577946768054,84,0.033721397029305544,NA,NA,NA,NA
2016,2016-17,07,Camden,2670,Lindenwold Boro,2742,179,0,179,2563,-1,-3.6456434560705464e-4,-12,-0.004660194174757271,NA,NA,NA,NA
2017,2017-18,07,Camden,2670,Lindenwold Boro,2806,191,0,191,2615,64,0.02334062727935815,52,0.020288724151385162,NA,NA,NA,NA
2018,2018-19,07,Camden,2670,Lindenwold Boro,2763,159,0,159,2604,-43,-0.015324305060584464,-11,-0.004206500956022929,NA,NA,NA,NA
2019,2019-20,07,Camden,2670,Lindenwold Boro,2967,186,0,186,2781,204,0.07383279044516833,177,0.06797235023041481,NA,NA,NA,NA
2020,2020-21,07,Camden,2670,Lindenwold Public School District,2926,186,0,186,2740,-41,-0.013818672059319193,-41,-0.014742898238043867,NA,NA,NA,NA
2021,2021-22,07,Camden,2670,Lindenwold Public School District,2926,132,0,132,2794,0,0,54,0.019708029197080368,NA,NA,NA,NA
2022,2022-23,07,Camden,2670,Lindenwold Public School District,3069,182,0,182,2887,143,0.048872180451127845,93,0.03328561202576941,658,563,0.272915802571547,0.2422547332185887
2012,2012-13,07,Camden,2890,Magnolia,419,0,18,18,401,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,2890,Magnolia Boro,398,0,29,29,369,-21,-0.05011933174224348,-32,-0.07980049875311723,NA,NA,NA,NA
2014,2014-15,07,Camden,2890,Magnolia Boro,417,0,18,18,399,19,0.047738693467336724,30,0.08130081300813008,NA,NA,NA,NA
2015,2015-16,07,Camden,2890,Magnolia Boro,429,0,24,24,405,12,0.02877697841726623,6,0.015037593984962516,NA,NA,NA,NA
2016,2016-17,07,Camden,2890,Magnolia Boro,430,0,26,26,404,1,0.002331002331002363,-1,-0.0024691358024691024,NA,NA,NA,NA
